id,retweets,likes,replies,quotes,url,text,lang,sensitive,has_media,words,Dominant_topic,Dominant_score,topic_1,topic_2
1376957422263209990,0,1,0,0,https://pbs.twimg.com/media/Exvveb7WQAQU2Pf.jpg,"Spieth, Conners, Scheffler, Fowler, and Phil — Who do you like?
Our betting favorites for this week’s Valero Texas Open: https://t.co/3zktDDBAzy https://t.co/jR5WId5Oyv",en,False,True,"['spieth', 'conner', 'scheffler', 'fowler', 'phil', 'bet', 'favorite', 'week', 'zktddbazy', 'wid']",2,0.9429041147232056,0.05709585174918175,0.9429041147232056
1376952842162933761,0,0,0,0,https://pbs.twimg.com/media/ExvqFdjWYAEtxlx.jpg,"No DJ at The #ValeroTexasOpen this year. So who will be making the noise? 

Latest Tournament Winner Betting

Spieth 10/1
Finau 12/1
Scheffler 14/1
Matsuyama 16/1
Ancer 18/1
Conners 20/1
Tringale 28/1
Hoffman 28/1

https://t.co/8ghmffNgON 🔞 https://t.co/uNNRJkwi2z https://t.co/nNAEtmwRSg",en,False,True,"['valerotexasopen', 'year', 'make', 'noise', 'late', 'tournament', 'winner', 'bet', 'spieth', 'finau', 'scheffler', 'matsuyama', 'ancer', 'conner', 'tringale', 'hoffman', 'ghmffngon', 'unnrjkwi', 'nnaetmwrsg']",2,0.9670283794403076,0.032971568405628204,0.9670283794403076
1376949886302748679,3,27,1,0,https://pbs.twimg.com/media/Exvon6fWUAovdCb.jpg,"Is Jordan Spieth a must-play this week?

Daily fantasy expert @RickRunGood shared his favorite plays and fades at the Valero Texas Open: https://t.co/aPtvx22Pej https://t.co/lPC0TrjlqQ",en,False,True,"['jordan', 'spieth', 'play', 'week', 'daily', 'fantasy', 'expert', 'share', 'favorite', 'play', 'fade', 'aptvx', 'pej', 'lpc', 'trjlqq']",2,0.8181259632110596,0.18187406659126282,0.8181259632110596
1376945959641419777,51,444,28,16,https://pbs.twimg.com/media/ExvhijUXEAE4hrw.jpg,"Featured Groups for this week’s @ValeroTXOpen:
 
⛳ Phil Mickelson
⛳ Matt Kuchar
⛳ Hideki Matsuyama
 
🏌️ Tony Finau
🏌️ Cameron Champ
🏌️ Joel Dahmen
 
⛳ Jordan Spieth
⛳ Ryan Palmer
⛳ Corey Conners
 
🏌️ Gary Woodland
🏌️ Rickie Fowler
🏌️ Scottie Scheffler https://t.co/MWlQ27OGpE",en,False,True,"['feature', 'group', 'week', 'phil', 'mickelson', 'matt', 'kuchar', 'hideki', 'matsuyama', 'tony', 'finau', 'cameron', 'champ', 'joel', 'dahman', 'jordan', 'spieth', 'ryan', 'palmer', 'corey', 'conner', 'gary', 'woodland', 'rickie', 'fowler', 'scottie', 'scheffler', 'mwlq', 'ogpe']",2,0.9814692735671997,0.018530750647187233,0.9814692735671997
1376933053520605194,0,2,0,0,https://pbs.twimg.com/media/ExvZUEOWUAcno36.jpg,This Spieth quote with no context whatsoever is laugh out loud funny. Any compliment comes across backhanded the instant you throw in “which is unusual” at the end https://t.co/vbVWShMEQ6 https://t.co/xYfEMMGyzC,en,False,True,"['spieth', 'context', 'whatsoever', 'laugh', 'loud', 'funny', 'compliment', 'come', 'backhand', 'instant', 'throw', 'unusual', 'end', 'vbvwshmeq', 'xyfemmgyzc']",2,0.9648348689079285,0.03516511619091034,0.9648348689079285
1376932939804590083,6,134,1,1,https://pbs.twimg.com/media/ExvY2jDWUAwc5Ub.png,"Spieth, per usual, does a great job explaining why some guys are able to contend at Augusta with no warning signs: 

""Regardless of if you've just won or if you've missed the previous cut, it really makes no difference to me in my confidence level when I pull into Magnolia Lane."" https://t.co/k9E4M3jI9i",en,False,True,"['spieth', 'usual', 'great', 'job', 'explain', 'guy', 'able', 'contend', 'augusta', 'warning', 'sign', 'regardless', 'miss', 'previous', 'cut', 'really', 'make', 'difference', 'confidence', 'level', 'pull', 'magnolia', 'lane']",2,0.9772729277610779,0.022727077826857567,0.9772729277610779
1376924690019725317,0,1,0,0,https://pbs.twimg.com/media/ExvRtY6XAAUY9kr.jpg,"""You see that pig flying outside your window right now? Yep, that’s me putting Jordan Spieth in my GPP article.""

@stlcardinals84's GPP Breakdown ($): https://t.co/eEPf7nNetf https://t.co/Xfg2IIzMXI",en,False,True,"['see', 'pig', 'fly', 'window', 'put', 'jordan', 'spieth', 'gpp', 'article', 'gpp', 'breakdown', 'eepf', 'nnetf', 'xfg', 'iizmxi']",2,0.9635128378868103,0.03648712486028671,0.9635128378868103
1376919516471554053,2,0,0,0,https://pbs.twimg.com/media/ExvHPZBW8AMOeXt.jpg,RT @GolfBet: Almost 3 years later: Jordan Spieth is favored again... https://t.co/opQiHgC8eD,en,False,True,"['almost', 'year', 'later', 'jordan', 'spieth', 'favor', 'opqihgc', 'ed']",2,0.9380953311920166,0.06190469488501549,0.9380953311920166
1376918249124864001,0,0,0,0,https://pbs.twimg.com/media/ExvLzsSWYAEIDeR.png,"Masters appetizer @valerotxopen on tap. Charley Hoffman (13), Ryan Moore (8) &amp; Si Woo Kim (4) are popular picks. Popular no-shows are Kokrak (6) &amp; Streelman (4). Our leader @ghpace &amp; fading Master Luke Whitmer picked both. @ChipTuttle with Spieth &amp; Scheffler 👀 Official #OBGC 👇 https://t.co/ZC5BK66c2J",en,False,True,"['master', 'appetizer', 'tap', 'charley', 'hoffman', 'ryan', 'moore', 'woo', 'kim', 'popular', 'pick', 'popular', 'show', 'kokrak', 'streelman', 'leader', 'fade', 'master', 'luke', 'whitmer', 'pick', 'spieth', 'scheffler', 'official', 'obgc', 'zc', 'bk']",2,0.9598225355148315,0.04017750918865204,0.9598225355148315
1376913287942705163,2,0,0,0,https://pbs.twimg.com/media/ExvHPZBW8AMOeXt.jpg,RT @GolfBet: Almost 3 years later: Jordan Spieth is favored again... https://t.co/opQiHgC8eD,en,False,True,"['almost', 'year', 'later', 'jordan', 'spieth', 'favor', 'opqihgc', 'ed']",2,0.9380975961685181,0.061902474611997604,0.9380975961685181
1376913240131796997,2,22,0,0,https://pbs.twimg.com/media/ExvHPZBW8AMOeXt.jpg,Almost 3 years later: Jordan Spieth is favored again... https://t.co/opQiHgC8eD,en,False,True,"['almost', 'year', 'later', 'jordan', 'spieth', 'favor', 'opqihgc', 'ed']",2,0.9380949139595032,0.061905089765787125,0.9380949139595032
1376882765099065345,3,108,3,0,https://pbs.twimg.com/media/Exurk51XMAM8Ks3.jpg,"🚨I know it’s early, but it’s now official that Jordan Spieth will speak with the Media at 3:00 PM EDT next Monday at Augusta. Jordan did not speak with the media last year. Lets goooo🔥☢️ https://t.co/VpOzDzZ4PL",en,False,True,"['know', 'early', 'official', 'jordan', 'spieth', 'speak', 'medium', 'pm', 'edt', 'next', 'monday', 'augusta', 'jordan', 'speak', 'medium', 'last', 'year', 'let', 'goooo', 'vpozdzz']",2,0.9742531180381775,0.0257469043135643,0.9742531180381775
1376879657270710273,0,0,0,0,https://pbs.twimg.com/media/ExuowH1VcAcIHLH.jpg,Expert Picks: Valero Texas Open https://t.co/Q6wHCemiPY https://t.co/6Q2SRQseZJ,en,False,True,"['expert', 'pick', 'whcemipy', 'srqsezj']",2,0.8959715962409973,0.1040283590555191,0.8959715962409973
1376865539658776582,0,0,0,0,https://pbs.twimg.com/media/ExuaZktXAAEX1Pu.jpg,"As usual, 𝐄𝐗𝐓𝐑𝐀 𝐏𝐋𝐀𝐂𝐄𝐒 are available on this week's golf ⛳️

8⃣ 𝐏𝐋𝐀𝐂𝐄𝐒 each-way on the VALERO 𝐓𝐄𝐗𝐀𝐒 𝐎𝐏𝐄𝐍 (starts Thurs 2pm)

Golf mkts➡️https://t.co/mv5srT6v1G

Jordan Spieth is fav
Reigning champ: Corey Connors
Charley Hoffman: 1st in 2016, 2nd in 2019 https://t.co/0JZT1QUTPv",en,False,True,"['usual', 'available', 'week', 'golf', 'way', 'valero', '𝐎𝐏𝐄𝐍', 'start', 'thur', 'pm', 'golf', 'mkts', 'srt', 'jordan', 'spieth', 'fav', 'reign', 'champ', 'corey', 'connor', 'charley', 'hoffman', 'st', 'qutpv']",2,0.9766784906387329,0.023321501910686493,0.9766784906387329
1376856125891608578,0,4,1,0,https://pbs.twimg.com/media/ExuTMhbWUAM_dMj.jpg,"There are 9⃣ days until @TheMasters starts. Sungjae Im is ninth player to finish runner-up in his Masters debut, joining Craig Wood (1934), Ralph Guldahl (1937), Lloyd Mangrum (1940), Tony Lema (1963), Dan Pohl (1982), Jason Day (2011), Jonas Blixt (2014) &amp; Jordan Spieth (2014). https://t.co/bdWnEjRREx",en,False,True,"['day', 'start', 'sungjae', 'ninth', 'player', 'finish', 'runner', 'master', 'debut', 'join', 'craig', 'wood', 'ralph', 'guldahl', 'lloyd', 'mangrum', 'tony', 'dan', 'pohl', 'jason', 'day', 'jona', 'blixt', 'jordan', 'spieth', 'bdwnejrrex']",2,0.9783890843391418,0.02161085605621338,0.9783890843391418
1376836627935412232,0,28,2,0,https://pbs.twimg.com/media/ExuBnb2XMAMo6hP.jpg,Tom Kite thinks Jordan Spieth is almost back to major championship form https://t.co/Mt5dDWDvBf https://t.co/F9SPOdeNyU,en,False,True,"['tom', 'kite', 'think', 'jordan', 'spieth', 'almost', 'back', 'major', 'championship', 'form', 'mt', 'ddwdvbf', 'spodenyu']",1,0.9510676860809326,0.9510676860809326,0.048932261765003204
1376795586012274688,0,0,0,0,https://pbs.twimg.com/media/ExtcSiRXAAI3DrG.jpg,"#Highlights | #Matt #Kuchar #Vs. #JORDAN ...
 
https://t.co/mdgNPbPhGy
 
#2021PGATour #AustinCountryClub #Golf #GolfHighlights #GolfRules #JordanSpieth #MattKuchar #MattKucharVsJordanSpieth #Pga #PgaTour #PgaTour2021 #PgaTourHighlights #Tour #Video #Vlog #WgcDellMatchPlay https://t.co/I9DI70Ogfy",und,False,True,"['highlight', 'matt', 'kuchar', 'vs', 'jordan', 'mdgnpbphgy', 'pgatour', 'golf', 'golfhighlight', 'golfrule', 'jordanspieth', 'mattkuchar', 'pga', 'pgatour', 'pgatour', 'tour', 'video', 'vlog', 'ogfy']",1,0.9538930654525757,0.9538930654525757,0.04610695689916611
1376724473588633602,1,5,0,1,https://pbs.twimg.com/media/ExsaQ89XMAQydYL.jpg,"With World No. 1 Dustin Johnson and many other top players skipping this week's tournament, Jordan Spieth is the betting favourite to win the final tune-up before the Masters. @houndogharrison has our first look at the Valero Texas Open. https://t.co/uo5FsFBe9Q #ValeroTexasOpen https://t.co/IfQj6gQxfZ",en,False,True,"['world', 'dustin', 'johnson', 'many', 'top', 'player', 'skip', 'week', 'tournament', 'jordan', 'spieth', 'bet', 'favourite', 'win', 'final', 'tune', 'master', 'first', 'look', 'fsfbe', 'valerotexasopen', 'ifqj', 'gqxfz']",2,0.8483596444129944,0.15164034068584442,0.8483596444129944
1376701376840019969,0,6,0,1,https://pbs.twimg.com/media/ExsGW66XAAACv8k.jpg,"🚨𝐒𝐂𝐇𝐄𝐃𝐔𝐋𝐄: 𝐄𝐋𝐈𝐓𝐄 𝐄𝐈𝐆𝐇𝐓🚨

Start: 3/30/21
End: 4/2/21 (Lasts 3 Days)

5:00pm ET

(1)@TWlegion vs.
(2)@BKoepkaTracker 

7:00pm ET

(2)@Spieth_Tracker vs.
(8)@LowryTracker https://t.co/cegOUYjLQP",en,False,True,"['𝐒𝐂𝐇𝐄𝐃𝐔𝐋𝐄', '𝐄𝐋𝐈𝐓𝐄', '𝐄𝐈𝐆𝐇𝐓', 'start', 'end', 'last', 'day', 'pm', 'et', 'pm', 'et', 'cegouyjlqp']",2,0.9596381187438965,0.04036189988255501,0.9596381187438965
1376698742422769674,0,5,0,0,https://pbs.twimg.com/media/ExsENYfWYAQCFNM.jpg,"⚠️𝑩𝑰𝑮 𝑽𝑺 𝑺𝑴𝑨𝑳𝑳⚠️

@Spieth_Tracker has 14x the followers @LowryTracker has, but here they are, both in the same exact position as we head into the Elite Eight. Can @LowryTracker continue the underdog story, or will the Spieth name push @Spieth_Tracker over the top? https://t.co/F1L3esavZ7",en,False,True,"['𝑽𝑺', 'follower', 'exact', 'position', 'head', 'elite', 'continue', 'underdog', 'story', 'spieth', 'name', 'push', 'top', 'esavz']",1,0.9631238579750061,0.9631238579750061,0.03687617927789688
1376694070836404225,0,15,0,0,https://pbs.twimg.com/media/Exr_9cmW8Acq6nL.jpg,"🚨Dustin Johnson has withdrawn from the Valero, and Jordan Spieth is now the favorite to win in San Antonio... https://t.co/a0P4xih6K9",en,False,True,"['dustin', 'johnson', 'withdraw', 'valero', 'jordan', 'spieth', 'favorite', 'win', 'san', 'antonio', 'xih']",2,0.7571772933006287,0.24282267689704895,0.7571772933006287
1376655487362547713,1,15,1,3,https://pbs.twimg.com/media/Exrc3qTWgAAMFB4.jpg,"🚨𝐖𝐈𝐍𝐍𝐍𝐄𝐑🚨

𝑫𝑶𝑾𝑵 𝑮𝑶𝑬𝑺 𝑵𝑼𝑪𝑳𝑹

SHANE LOWRY TRACKER TAKES DOWN NUCLR GOLF. The underdog story continues, @LowryTracker will have @Spieth_Tracker in the Elite Eight after defeating one of the best trackers on the platform. It will not be an all NUCLR Final Four😯 https://t.co/dQsqLOQDpU",en,False,True,"['shane', 'lowry', 'tracker', 'take', 'nuclr', 'golf', 'underdog', 'story', 'continue', 'elite', 'defeat', 'good', 'tracker', 'platform', 'nuclr', 'final', 'dqsqloqdpu']",1,0.9664508104324341,0.9664508104324341,0.0335492379963398
1376644095716720640,0,0,0,0,https://pbs.twimg.com/media/ExrSgmwVgAEVQC5.jpg,"Sergio &amp; Fleetwood trade aces, DeChambeau drives it backward and Spieth nearly hits Cantlay https://t.co/MUIoOAlNsk https://t.co/gUE6O7rTto",en,False,True,"['sergio', 'fleetwood', 'trade', 'ace', 'dechambeau', 'drive', 'backward', 'spieth', 'nearly', 'hit', 'cantlay', 'muiooalnsk', 'gue', 'rtto']",1,0.954800546169281,0.954800546169281,0.0451994463801384
1376633433162723328,0,0,1,0,https://pbs.twimg.com/media/ExrIsmVW8AImyUD.jpg,"Texas Open:

C.Davis 45/1 1pt ew
D.Ghim 80/1 0.5pt ew
H.Higgs 80/1 0.5pt ew
R.Sloan 150/1 0.5pt ew

All 1/5 8 places.

Just seen DJ is a withdrawal after being a late entry into the field which presumably will leave Spieth as fav. https://t.co/dA6xJkxX2z",en,False,True,"['texas_open', 'davis', 'pt', 'ghim', 'pt', 'higgs', 'pt', 'pt', 'place', 'see', 'withdrawal', 'late', 'entry', 'field', 'presumably', 'leave', 'spieth', 'fav', 'xjkxx']",1,0.9602465033531189,0.9602465033531189,0.03975345194339752
1376619882326855680,0,7,3,0,https://pbs.twimg.com/media/Exq8YAIVEAEQ9ii.png,"Wow, @WilliamHillUS historically slow on line movements, got this one pretty quick.

Spieth now your favorite at +1400. https://t.co/0eXfZbwcgj",en,False,True,"['historically', 'slow', 'line', 'movement', 'get', 'pretty', 'quick', 'spieth', 'favorite', 'exfzbwcgj']",1,0.9039283394813538,0.9039283394813538,0.09607163816690445
1376610747480993800,0,0,0,0,https://pbs.twimg.com/media/Exq0LjEXAAA4HKv.jpg,"Jordan Spieth participando en el evento de recaudacion de fondos, WE ARE... https://t.co/fXB469I22i https://t.co/hqeMB9CAMv",es,False,True,"['jordan', 'spieth', 'participando', 'recaudacion', 'fondo', 'fxb', 'hqemb', 'camv']",1,0.9299347996711731,0.9299347996711731,0.07006517797708511
1376586709173817350,0,0,0,0,https://pbs.twimg.com/media/ExqeURuWUAUJ1jY.jpg,"#JORDAN #SPIETH | #WGC ...
 
https://t.co/PJsWZEUgXD
 
#DellTechnologiesMatchPlay #Golf #GolfClubs #GolfClubsWoods #GolfEquipment #GolfWoods #JordanSpieth #JordanSpiethHighlights #JordanSpiethMatchPlay #JordanSpiethPgaTour #MatchPlay #Pga #PgaTour #Video #Vlog #YouTube https://t.co/L5GCGYF4d3",und,False,True,"['jordan', 'spieth', 'wgc', 'pjswzeugxd', 'golf', 'golfclub', 'golfclubswood', 'golfequipment', 'golfwood', 'jordanspieth', 'matchplay', 'pga', 'pgatour', 'video', 'vlog', 'youtube', 'gcgyf']",1,0.9696382880210876,0.9696382880210876,0.030361732468008995
1376569491618942980,0,0,0,0,https://pbs.twimg.com/media/ExqOKSpWYAI61AN.jpg,"#ValeroTexasOpen starts Thursday  

Tournament Winner Betting

Johnson D 7/1
Spieth 14/1
Finau 16/1
Scheffler 16/1
Matsuyama 22/1
Conners 22/1
Ancer 25/1
Hoffman 28/1
Palmer 28/1

https://t.co/8ghmffNgON 🔞 Please Gamble Responsibly https://t.co/GI4rJE33OU",en,False,True,"['valerotexasopen', 'start', 'thursday', 'tournament', 'winner', 'bet', 'johnson', 'spieth', 'finau', 'scheffler', 'matsuyama', 'conner', 'ancer', 'hoffman', 'palmer', 'ghmffngon', 'gamble', 'responsibly', 'rje']",2,0.9680199027061462,0.031980108469724655,0.9680199027061462
1376565751113465857,0,7,0,0,https://pbs.twimg.com/media/ExqLQEkWQAU3ebg.jpg,"🚨𝐅𝐈𝐍𝐀𝐋 𝐀𝐋𝐄𝐑𝐓🚨

(2)@Spieth_Tracker defeats (11)@TrackingWebb by 𝟲𝟭 Votes

𝑭𝒊𝒏𝒂𝒍 𝑽𝒐𝒕𝒆 𝑪𝒐𝒖𝒏𝒕𝒔: 𝟯𝟭𝟭

Spieth Tracker - 𝟭𝟴𝟲 (𝟲𝟬%)
Webb Simpson Tracker - 𝟭𝟮𝟱 (𝟰𝟬%) https://t.co/4xGKhciiXX",en,False,True,"['defeat', 'vote', 'spieth', 'tracker', 'webb', 'simpson', 'tracker', 'xgkhciixx']",1,0.9387662410736084,0.9387662410736084,0.0612337552011013
1376551070432964609,2,11,2,0,https://pbs.twimg.com/media/Exp9buqWgAI8e0E.jpg,"@DrRonHolt @Thomas_Spieth @KamalaHarris @MattStout07 It's hypocritical to demand gays/lesbians be trans allies while ignoring the homophobia &amp; death threats we receive for not providing them validation sex. 

At what point will trans rights champions speak OUT against this vile practice?

Silence =support
#supergay #superstraight https://t.co/5lBmqjpZHq",en,False,True,"['hypocritical', 'demand', 'gay', 'lesbian', 'tran', 'ally', 'ignore', 'homophobia', 'death', 'threat', 'receive', 'provide', 'validation', 'sex', 'point', 'tran', 'right', 'champion', 'speak', 'vile', 'practice', 'silence', 'support', 'supergay', 'superstraight', 'lbmqjpzhq']",1,0.9783093929290771,0.9783093929290771,0.021690616384148598
1376532162988609538,0,0,0,0,https://pbs.twimg.com/media/ExpstSwXMAMFlnw.jpg,In two months we've gone from Spieth being over 100/1 to him having the second shortest odds in the field behind DJ.  In 2015 he was 2nd at this event before winning at Augusta - maybe something similar will happen this year.  #TexasOpen https://t.co/EaSQpu9tbc,en,False,True,"['month', 'go', 'spieth', 'second', 'short', 'odd', 'field', 'nd', 'event', 'win', 'augusta', 'maybe', 'similar', 'happen', 'year', 'texasopen', 'easqpu']",2,0.9698479771614075,0.03015209175646305,0.9698479771614075
1376514831323443201,3,150,3,0,https://pbs.twimg.com/media/Expc7xWWYAckpmd.jpg,"🚨IT IS VALERO TEXAS OPEN WEEK. LAST TUNE-UP BEFORE THE BIGGEST WEEK OF THE YEAR FOR SPIETH FANS. Jordan absolutely loves this course, he's 4th ALL TIME in SG here and is on a tear right now. This should be a good week. LETS GO!☢️🔥 https://t.co/G0Li8MC4Ry",en,False,True,"['week', 'last', 'tune', 'big', 'week', 'year', 'spieth', 'fan', 'jordan', 'absolutely', 'love', 'course', 'th', 'time', 'tear', 'right', 'good', 'week', 'let', 'go', 'li', 'mc', 'ry']",2,0.9776353240013123,0.022364668548107147,0.9776353240013123
1376500635059691531,0,0,0,0,https://pbs.twimg.com/media/ExoW6IsXEAQbdlA.jpg,"#VIDEO: Jordan Spieth lanzó un misil desde el tee -""con trampa""- sobrepasando el green ante el asombro de Cantlay. Con ese golpe, que excedía los 300 metros, el texano empataba el hoyo ante Matt Fitzpatrick en un partido que más tarde ganaría por 3&amp;1 https://t.co/4QthmcDptl https://t.co/jL2VicJMwj",es,False,True,"['video', 'jordan', 'spieth', 'lanzo', 'misil', 'desde', 'el', 'tee', 'con', 'trampa', 'sobrepasando', 'el', 'green', 'ante', 'el', 'asombro', 'cantlay', 'con', 'ese', 'golpe', 'que', 'excedia', 'los', 'metro', 'el', 'texano', 'empataba', 'el', 'hoyo', 'ante', 'matt', 'fitzpatrick', 'un', 'partido', 'que', 'ganaria', 'por', 'qthmcdptl', 'jl', 'vicjmwj']",2,0.9871948957443237,0.012805115431547165,0.9871948957443237
1376493085731909638,0,2,0,0,https://pbs.twimg.com/media/ExoWyW_XMAI3sgn.jpg,"#VIDEO: Jordan Spieth lanzó un misil desde el tee -""con trampa""- sobrepasando el green ante el asombro de Cantlay. Con ese golpe, que excedía los 300 metros, el texano empataba el hoyo ante Matt Fitzpatrick en un partido que más tarde ganaría por 3&amp;1 https://t.co/b8SGBSQVMi https://t.co/S0nHHGZz9b",es,False,True,"['video', 'jordan', 'spieth', 'lanzo', 'misil', 'desde', 'el', 'tee', 'con', 'trampa', 'sobrepasando', 'el', 'green', 'ante', 'el', 'asombro', 'cantlay', 'con', 'ese', 'golpe', 'que', 'excedia', 'los', 'metro', 'el', 'texano', 'empataba', 'el', 'hoyo', 'ante', 'matt', 'fitzpatrick', 'un', 'partido', 'que', 'ganaria', 'por', 'sgbsqvmi', 'nhhgzz']",2,0.9868718385696411,0.013128134422004223,0.9868718385696411
1376476232456474624,0,0,0,0,https://pbs.twimg.com/media/Exo51tSW8AAui7h.jpg,"How a #Search #Party, an #Unfavorable #Ruling and a #Missed 6 #FOOT #Putt #Sunk #JORDAN #SPIETH on #Saturday
 
https://t.co/B58ViRmvdC
 
#Competition #Golf #GolfClubs #GolfClubsPutters #GolfEquipment #GolfPutters #Video #Vlog #YouTube https://t.co/rmgvRbgBlK",en,False,True,"['search', 'party', 'unfavorable', 'rule', 'miss', 'foot', 'putt', 'sink', 'jordan', 'spieth', 'saturday', 'virmvdc', 'competition', 'golf', 'golfclub', 'golfequipment', 'golfputter', 'video', 'vlog', 'youtube', 'rmgvrbgblk']",1,0.9651115536689758,0.9651115536689758,0.03488846495747566
1376443875703713792,0,0,0,0,https://pbs.twimg.com/media/ExocZ8_VgAYo42k.jpg,"https://t.co/dSu2wBwnUF Albums Spotlight
Celebrating 11 Years of https://t.co/dSu2wBwnUF
November 3, 2009 - November 3, 2020
TMPs Featured Albums for March 2021 
Joachim Spieth - Ousia 
https://t.co/cyJ1VuSZOl https://t.co/REHI5AiZpN",en,False,True,"['dsu', 'wbwnuf', 'album', 'spotlight', 'celebrate', 'year', 'dsu', 'wbwnuf', 'november', 'november', 'tmp', 'feature', 'album', 'march', 'joachim', 'spieth', 'ousia', 'cyj', 'vuszol', 'rehi', 'aizpn']",2,0.9759619235992432,0.024038098752498627,0.9759619235992432
